filename,width,height,class,xmin,ymin,xmax,ymax
376.jpeg,64,64,Non-MouthFatigue,1,7,64,50
376.jpeg,64,32,Non-RightEyeFatigue,3,3,50,25
376.jpeg,64,32,LeftEyeFatigue,6,5,60,32
377.jpeg,64,64,MouthFatigue,1,7,64,46
377.jpeg,64,32,RightEyeFatigue,5,7,63,32
377.jpeg,64,32,Non-LeftEyeFatigue,9,2,62,28
377.jpeg,64,64,Non-MouthFatigue,1,8,64,48
377.jpeg,64,32,Non-RightEyeFatigue,6,4,60,26
377.jpeg,64,32,LeftEyeFatigue,7,5,61,30
378.jpeg,64,64,MouthFatigue,1,8,64,45
378.jpeg,64,32,RightEyeFatigue,3,8,63,32
378.jpeg,64,32,Non-LeftEyeFatigue,2,4,60,29
378.jpeg,64,64,Non-MouthFatigue,1,8,64,42
378.jpeg,64,32,Non-RightEyeFatigue,3,3,50,26
378.jpeg,64,32,LeftEyeFatigue,8,10,58,32
379.jpeg,64,64,MouthFatigue,1,7,64,45
379.jpeg,64,32,RightEyeFatigue,2,14,62,32
379.jpeg,64,32,Non-LeftEyeFatigue,10,2,64,25
379.jpeg,64,64,Non-MouthFatigue,1,8,64,43
379.jpeg,64,32,Non-RightEyeFatigue,8,4,60,25
379.jpeg,64,32,LeftEyeFatigue,8,2,60,31
38.jpeg,64,64,MouthFatigue,1,6,64,50
38.jpeg,64,32,RightEyeFatigue,10,9,64,31
38.jpeg,64,32,Non-LeftEyeFatigue,9,4,58,32
38.jpeg,64,64,Non-MouthFatigue,1,5,64,42
38.jpeg,64,32,Non-RightEyeFatigue,6,6,56,32
38.jpeg,64,32,LeftEyeFatigue,7,5,56,32
380.jpeg,64,64,MouthFatigue,1,5,64,45
380.jpeg,64,32,RightEyeFatigue,10,11,58,32
380.jpeg,64,32,Non-LeftEyeFatigue,4,3,58,28
380.jpeg,64,64,Non-MouthFatigue,1,5,63,45
380.jpeg,64,32,Non-RightEyeFatigue,3,3,49,25
380.jpeg,64,32,LeftEyeFatigue,4,6,62,32
381.jpeg,64,64,MouthFatigue,1,5,64,43
381.jpeg,64,32,RightEyeFatigue,6,10,59,32
381.jpeg,64,32,Non-LeftEyeFatigue,12,3,64,30
381.jpeg,64,64,Non-MouthFatigue,1,6,64,47
381.jpeg,64,32,Non-RightEyeFatigue,7,3,57,27
381.jpeg,64,32,LeftEyeFatigue,5,9,59,32
382.jpeg,64,64,MouthFatigue,1,4,64,46
382.jpeg,64,32,RightEyeFatigue,10,7,61,32
382.jpeg,64,32,Non-LeftEyeFatigue,3,4,57,27
382.jpeg,64,64,Non-MouthFatigue,1,7,64,48
382.jpeg,64,32,Non-RightEyeFatigue,1,4,46,27
382.jpeg,64,32,LeftEyeFatigue,4,8,60,32
383.jpeg,64,64,MouthFatigue,1,4,64,48
383.jpeg,64,32,RightEyeFatigue,6,13,61,32
383.jpeg,64,32,Non-LeftEyeFatigue,14,5,62,29
383.jpeg,64,64,Non-MouthFatigue,1,8,64,49
383.jpeg,64,32,Non-RightEyeFatigue,6,5,60,27
383.jpeg,64,32,LeftEyeFatigue,6,6,58,32
384.jpeg,64,64,MouthFatigue,1,7,64,44
384.jpeg,64,32,RightEyeFatigue,9,8,58,32
384.jpeg,64,32,Non-LeftEyeFatigue,2,5,54,29
384.jpeg,64,64,Non-MouthFatigue,1,6,64,46
384.jpeg,64,32,Non-RightEyeFatigue,3,5,47,28
384.jpeg,64,32,LeftEyeFatigue,6,5,63,32
385.jpeg,64,64,MouthFatigue,1,7,64,43
385.jpeg,64,32,RightEyeFatigue,3,9,59,32
385.jpeg,64,32,Non-LeftEyeFatigue,9,3,63,29
385.jpeg,64,64,Non-MouthFatigue,1,9,64,44
385.jpeg,64,32,Non-RightEyeFatigue,8,5,60,30
385.jpeg,64,32,LeftEyeFatigue,5,8,58,31
386.jpeg,64,64,MouthFatigue,1,7,64,42
386.jpeg,64,32,RightEyeFatigue,6,7,62,32
386.jpeg,64,32,Non-LeftEyeFatigue,3,3,56,25
386.jpeg,64,64,Non-MouthFatigue,1,7,64,47
386.jpeg,64,32,Non-RightEyeFatigue,1,5,49,25
386.jpeg,64,32,LeftEyeFatigue,8,6,64,29
387.jpeg,64,64,MouthFatigue,1,7,64,43
387.jpeg,64,32,RightEyeFatigue,4,9,61,30
387.jpeg,64,32,Non-LeftEyeFatigue,11,1,64,26
387.jpeg,64,64,Non-MouthFatigue,1,8,64,47
387.jpeg,64,32,Non-RightEyeFatigue,5,2,57,23
387.jpeg,64,32,LeftEyeFatigue,5,6,64,30
388.jpeg,64,64,MouthFatigue,1,7,64,41
388.jpeg,64,32,RightEyeFatigue,6,8,58,32
388.jpeg,64,32,Non-LeftEyeFatigue,3,2,60,26
388.jpeg,64,64,Non-MouthFatigue,1,7,64,44
388.jpeg,64,32,Non-RightEyeFatigue,1,3,50,25
388.jpeg,64,32,LeftEyeFatigue,4,6,61,32
389.jpeg,64,64,MouthFatigue,1,6,64,39
389.jpeg,64,32,RightEyeFatigue,5,9,58,32
389.jpeg,64,32,Non-LeftEyeFatigue,16,2,64,23
389.jpeg,64,64,Non-MouthFatigue,1,9,64,52
389.jpeg,64,32,Non-RightEyeFatigue,6,1,57,25
389.jpeg,64,32,LeftEyeFatigue,6,5,62,29
39.jpeg,64,64,MouthFatigue,1,8,64,49
39.jpeg,64,32,RightEyeFatigue,7,11,57,32
39.jpeg,64,32,Non-LeftEyeFatigue,9,5,57,32
39.jpeg,64,64,Non-MouthFatigue,1,6,64,49
39.jpeg,64,32,Non-RightEyeFatigue,8,5,56,31
39.jpeg,64,32,LeftEyeFatigue,6,8,54,32
390.jpeg,64,64,MouthFatigue,1,5,64,46
390.jpeg,64,32,RightEyeFatigue,7,8,61,30
390.jpeg,64,32,Non-LeftEyeFatigue,3,1,57,25
390.jpeg,64,64,Non-MouthFatigue,1,7,64,47
390.jpeg,64,32,Non-RightEyeFatigue,3,1,49,25
390.jpeg,64,32,LeftEyeFatigue,4,8,62,32
391.jpeg,64,64,MouthFatigue,1,6,64,42
391.jpeg,64,32,RightEyeFatigue,7,10,60,32
391.jpeg,64,32,Non-LeftEyeFatigue,15,2,64,23
391.jpeg,64,64,Non-MouthFatigue,1,8,63,46
391.jpeg,64,32,Non-RightEyeFatigue,8,2,58,24
391.jpeg,64,32,LeftEyeFatigue,4,8,64,30
392.jpeg,64,64,MouthFatigue,1,7,64,43
392.jpeg,64,32,RightEyeFatigue,9,7,60,28
392.jpeg,64,32,Non-LeftEyeFatigue,3,2,55,24
392.jpeg,64,64,Non-MouthFatigue,1,9,64,51
392.jpeg,64,32,Non-RightEyeFatigue,3,2,49,24
392.jpeg,64,32,LeftEyeFatigue,4,5,64,30
393.jpeg,64,64,MouthFatigue,1,7,64,45
393.jpeg,64,32,RightEyeFatigue,5,8,61,31
393.jpeg,64,32,Non-LeftEyeFatigue,12,1,64,27
393.jpeg,64,64,Non-MouthFatigue,1,8,64,46
393.jpeg,64,32,Non-RightEyeFatigue,8,1,58,23
393.jpeg,64,32,LeftEyeFatigue,6,5,64,27
394.jpeg,64,64,MouthFatigue,1,8,64,44
394.jpeg,64,32,RightEyeFatigue,9,7,61,32
394.jpeg,64,32,Non-LeftEyeFatigue,4,3,64,26
394.jpeg,64,64,Non-MouthFatigue,1,7,64,45
394.jpeg,64,32,Non-RightEyeFatigue,2,2,46,23
394.jpeg,64,32,LeftEyeFatigue,1,3,64,29
395.jpeg,64,64,MouthFatigue,1,8,64,41
395.jpeg,64,32,RightEyeFatigue,1,5,58,32
395.jpeg,64,32,Non-LeftEyeFatigue,15,2,64,27
395.jpeg,64,64,Non-MouthFatigue,1,8,64,46
395.jpeg,64,32,Non-RightEyeFatigue,7,2,61,23
395.jpeg,64,32,LeftEyeFatigue,4,4,64,29
396.jpeg,64,64,MouthFatigue,1,8,64,45
396.jpeg,64,32,RightEyeFatigue,3,5,64,31
396.jpeg,64,32,Non-LeftEyeFatigue,3,3,56,24
396.jpeg,64,64,Non-MouthFatigue,1,8,64,48
396.jpeg,64,32,Non-RightEyeFatigue,3,2,45,24
396.jpeg,64,32,LeftEyeFatigue,4,7,61,32
397.jpeg,64,64,MouthFatigue,1,8,64,45
397.jpeg,64,32,RightEyeFatigue,5,6,59,31
397.jpeg,64,32,Non-LeftEyeFatigue,14,2,64,25
397.jpeg,64,64,Non-MouthFatigue,1,8,64,45
397.jpeg,64,32,Non-RightEyeFatigue,10,2,58,25
397.jpeg,64,32,LeftEyeFatigue,7,4,57,31
398.jpeg,64,64,MouthFatigue,1,7,64,45
398.jpeg,64,32,RightEyeFatigue,10,8,56,32
398.jpeg,64,32,Non-LeftEyeFatigue,6,3,58,25
398.jpeg,64,64,Non-MouthFatigue,1,9,64,52
398.jpeg,64,32,Non-RightEyeFatigue,3,1,46,23
398.jpeg,64,32,LeftEyeFatigue,6,4,60,32
399.jpeg,64,64,MouthFatigue,1,8,64,41
399.jpeg,64,32,RightEyeFatigue,6,8,57,32
399.jpeg,64,32,Non-LeftEyeFatigue,13,2,64,23
399.jpeg,64,64,Non-MouthFatigue,1,7,64,51
399.jpeg,64,32,Non-RightEyeFatigue,5,1,58,24
399.jpeg,64,32,LeftEyeFatigue,4,5,58,31
4.jpeg,64,64,MouthFatigue,1,6,63,49
4.jpeg,64,32,RightEyeFatigue,10,8,55,31
4.jpeg,64,32,Non-LeftEyeFatigue,4,5,62,30
4.jpeg,64,64,Non-MouthFatigue,1,4,64,47
4.jpeg,64,32,Non-RightEyeFatigue,7,7,58,32
4.jpeg,64,32,LeftEyeFatigue,10,4,59,28
40.jpeg,64,64,MouthFatigue,1,4,64,42
40.jpeg,64,32,RightEyeFatigue,10,7,60,28
40.jpeg,64,32,Non-LeftEyeFatigue,11,3,56,32
40.jpeg,64,64,Non-MouthFatigue,1,5,64,43
40.jpeg,64,32,Non-RightEyeFatigue,7,7,58,32
40.jpeg,64,32,LeftEyeFatigue,3,8,60,32
400.jpeg,64,64,MouthFatigue,1,5,64,47
400.jpeg,64,32,RightEyeFatigue,4,8,57,32
400.jpeg,64,32,Non-LeftEyeFatigue,1,4,64,31
400.jpeg,64,64,Non-MouthFatigue,1,5,64,49
400.jpeg,64,32,Non-RightEyeFatigue,4,6,56,32
400.jpeg,64,32,LeftEyeFatigue,1,4,60,30
401.jpeg,64,64,MouthFatigue,1,7,64,44
401.jpeg,64,32,RightEyeFatigue,7,5,63,29
401.jpeg,64,32,Non-LeftEyeFatigue,6,5,64,29
401.jpeg,64,64,Non-MouthFatigue,1,7,64,46
401.jpeg,64,32,Non-RightEyeFatigue,9,3,64,29
401.jpeg,64,32,LeftEyeFatigue,3,6,64,28
402.jpeg,64,64,MouthFatigue,1,6,64,47
402.jpeg,64,32,RightEyeFatigue,4,6,61,32
402.jpeg,64,32,Non-LeftEyeFatigue,2,4,61,27
402.jpeg,64,64,Non-MouthFatigue,1,8,64,44
402.jpeg,64,32,Non-RightEyeFatigue,4,4,56,32
402.jpeg,64,32,LeftEyeFatigue,1,5,64,28
403.jpeg,64,64,MouthFatigue,1,5,64,48
403.jpeg,64,32,RightEyeFatigue,7,4,63,28
403.jpeg,64,32,Non-LeftEyeFatigue,8,3,61,32
403.jpeg,64,64,Non-MouthFatigue,1,7,64,46
403.jpeg,64,32,Non-RightEyeFatigue,8,1,64,27
403.jpeg,64,32,LeftEyeFatigue,4,6,60,32
404.jpeg,64,64,MouthFatigue,1,6,64,46
404.jpeg,64,32,RightEyeFatigue,5,9,57,32
404.jpeg,64,32,Non-LeftEyeFatigue,1,4,60,28
404.jpeg,64,64,Non-MouthFatigue,1,6,64,39
404.jpeg,64,32,Non-RightEyeFatigue,6,5,59,31
404.jpeg,64,32,LeftEyeFatigue,1,4,59,28
405.jpeg,64,64,MouthFatigue,1,7,64,48
405.jpeg,64,32,RightEyeFatigue,8,5,64,27
405.jpeg,64,32,Non-LeftEyeFatigue,5,3,60,31
405.jpeg,64,64,Non-MouthFatigue,1,6,64,38
405.jpeg,64,32,Non-RightEyeFatigue,5,3,64,29
405.jpeg,64,32,LeftEyeFatigue,5,3,61,32
406.jpeg,64,64,MouthFatigue,1,6,64,49
406.jpeg,64,32,RightEyeFatigue,3,4,58,32
406.jpeg,64,32,Non-LeftEyeFatigue,2,3,58,30
406.jpeg,64,64,Non-MouthFatigue,1,6,64,42
406.jpeg,64,32,Non-RightEyeFatigue,4,6,56,32
406.jpeg,64,32,LeftEyeFatigue,2,5,59,29
407.jpeg,64,64,MouthFatigue,1,6,64,49
407.jpeg,64,32,RightEyeFatigue,5,4,64,30
407.jpeg,64,32,Non-LeftEyeFatigue,4,2,62,32
407.jpeg,64,64,Non-MouthFatigue,1,7,64,43
407.jpeg,64,32,Non-RightEyeFatigue,7,3,64,28
407.jpeg,64,32,LeftEyeFatigue,5,6,62,31
408.jpeg,64,64,MouthFatigue,1,9,64,53
408.jpeg,64,32,RightEyeFatigue,2,4,64,31
408.jpeg,64,32,Non-LeftEyeFatigue,1,3,58,28
408.jpeg,64,64,Non-MouthFatigue,1,7,64,42
408.jpeg,64,32,Non-RightEyeFatigue,4,5,56,32
408.jpeg,64,32,LeftEyeFatigue,1,5,59,27
409.jpeg,64,64,MouthFatigue,1,11,64,50
409.jpeg,64,32,RightEyeFatigue,3,3,62,32
409.jpeg,64,32,Non-LeftEyeFatigue,7,2,61,32
409.jpeg,64,64,Non-MouthFatigue,1,8,63,43
409.jpeg,64,32,Non-RightEyeFatigue,6,2,64,27
409.jpeg,64,32,LeftEyeFatigue,9,7,64,28
41.jpeg,64,64,MouthFatigue,1,2,64,44
41.jpeg,64,32,RightEyeFatigue,7,10,60,32
41.jpeg,64,32,Non-LeftEyeFatigue,5,3,59,30
41.jpeg,64,64,Non-MouthFatigue,1,5,64,51
41.jpeg,64,32,Non-RightEyeFatigue,8,6,56,30
41.jpeg,64,32,LeftEyeFatigue,4,8,57,30
410.jpeg,64,64,MouthFatigue,1,5,64,51
410.jpeg,64,32,RightEyeFatigue,5,7,60,32
410.jpeg,64,32,Non-LeftEyeFatigue,2,2,56,27
410.jpeg,64,64,Non-MouthFatigue,1,5,64,39
410.jpeg,64,32,Non-RightEyeFatigue,4,5,56,32
410.jpeg,64,32,LeftEyeFatigue,4,6,59,28
411.jpeg,64,64,MouthFatigue,1,8,64,48
411.jpeg,64,32,RightEyeFatigue,6,5,61,29
411.jpeg,64,32,Non-LeftEyeFatigue,8,3,64,30
411.jpeg,64,64,Non-MouthFatigue,1,7,64,44
411.jpeg,64,32,Non-RightEyeFatigue,8,1,64,28
411.jpeg,64,32,LeftEyeFatigue,13,5,61,28
412.jpeg,64,64,MouthFatigue,1,3,63,45
412.jpeg,64,32,RightEyeFatigue,6,8,61,32
412.jpeg,64,32,Non-LeftEyeFatigue,1,1,58,27
412.jpeg,64,64,Non-MouthFatigue,1,6,64,46
412.jpeg,64,32,Non-RightEyeFatigue,3,5,57,32
412.jpeg,64,32,LeftEyeFatigue,3,7,59,28
413.jpeg,64,64,MouthFatigue,1,5,64,45
413.jpeg,64,32,RightEyeFatigue,9,6,62,30
413.jpeg,64,32,Non-LeftEyeFatigue,5,2,64,28
413.jpeg,64,64,Non-MouthFatigue,1,7,64,47
413.jpeg,64,32,Non-RightEyeFatigue,6,2,64,28
413.jpeg,64,32,LeftEyeFatigue,7,7,64,30
414.jpeg,64,64,MouthFatigue,1,3,64,54
414.jpeg,64,32,RightEyeFatigue,2,9,60,32
414.jpeg,64,32,Non-LeftEyeFatigue,1,1,55,27
414.jpeg,64,64,Non-MouthFatigue,1,5,64,42
414.jpeg,64,32,Non-RightEyeFatigue,5,4,61,32
414.jpeg,64,32,LeftEyeFatigue,1,6,58,29
415.jpeg,64,64,MouthFatigue,1,2,64,53
415.jpeg,64,32,RightEyeFatigue,6,7,64,27
415.jpeg,64,32,Non-LeftEyeFatigue,7,3,64,30
415.jpeg,64,64,Non-MouthFatigue,1,5,63,47
415.jpeg,64,32,Non-RightEyeFatigue,9,2,64,27
415.jpeg,64,32,LeftEyeFatigue,6,7,60,32
416.jpeg,64,64,MouthFatigue,1,4,64,53
416.jpeg,64,32,RightEyeFatigue,3,10,61,32
416.jpeg,64,32,Non-LeftEyeFatigue,1,2,61,29
416.jpeg,64,64,Non-MouthFatigue,1,5,64,44
416.jpeg,64,32,Non-RightEyeFatigue,4,7,58,32
416.jpeg,64,32,LeftEyeFatigue,1,5,58,29
417.jpeg,64,64,MouthFatigue,1,7,64,55
417.jpeg,64,32,RightEyeFatigue,8,5,64,27
417.jpeg,64,32,Non-LeftEyeFatigue,8,3,64,28
417.jpeg,64,64,Non-MouthFatigue,1,5,64,43
417.jpeg,64,32,Non-RightEyeFatigue,5,2,64,29
417.jpeg,64,32,LeftEyeFatigue,4,7,60,32
418.jpeg,64,64,MouthFatigue,1,4,64,54
418.jpeg,64,32,RightEyeFatigue,2,8,59,32
418.jpeg,64,32,Non-LeftEyeFatigue,5,3,61,32
418.jpeg,64,64,Non-MouthFatigue,1,5,64,41
418.jpeg,64,32,Non-RightEyeFatigue,4,6,57,32
418.jpeg,64,32,LeftEyeFatigue,1,4,60,27
419.jpeg,64,64,MouthFatigue,1,5,64,57
419.jpeg,64,32,RightEyeFatigue,5,5,64,28
419.jpeg,64,32,Non-LeftEyeFatigue,7,3,59,32
419.jpeg,64,64,Non-MouthFatigue,1,9,64,43
419.jpeg,64,32,Non-RightEyeFatigue,9,2,64,31
419.jpeg,64,32,LeftEyeFatigue,3,4,62,32
42.jpeg,64,64,MouthFatigue,1,3,64,44
42.jpeg,64,32,RightEyeFatigue,8,6,64,25
42.jpeg,64,32,Non-LeftEyeFatigue,12,4,58,31
42.jpeg,64,64,Non-MouthFatigue,1,5,64,45
42.jpeg,64,32,Non-RightEyeFatigue,8,5,54,32
42.jpeg,64,32,LeftEyeFatigue,2,8,57,32
420.jpeg,64,64,MouthFatigue,1,5,64,46
420.jpeg,64,32,RightEyeFatigue,3,7,64,30
420.jpeg,64,32,Non-LeftEyeFatigue,2,2,58,28
420.jpeg,64,64,Non-MouthFatigue,1,5,64,44
420.jpeg,64,32,Non-RightEyeFatigue,6,4,53,32
420.jpeg,64,32,LeftEyeFatigue,5,5,57,29
421.jpeg,64,64,MouthFatigue,1,6,63,52
421.jpeg,64,32,RightEyeFatigue,6,6,64,27
421.jpeg,64,32,Non-LeftEyeFatigue,6,3,61,31
421.jpeg,64,64,Non-MouthFatigue,1,8,64,39
421.jpeg,64,32,Non-RightEyeFatigue,5,2,64,29
421.jpeg,64,32,LeftEyeFatigue,7,5,60,30
422.jpeg,64,64,MouthFatigue,1,4,63,56
422.jpeg,64,32,RightEyeFatigue,2,9,60,32
422.jpeg,64,32,Non-LeftEyeFatigue,1,3,56,27
422.jpeg,64,64,Non-MouthFatigue,1,8,64,42
422.jpeg,64,32,Non-RightEyeFatigue,2,5,56,32
422.jpeg,64,32,LeftEyeFatigue,2,5,55,27
423.jpeg,64,64,MouthFatigue,1,5,64,55
423.jpeg,64,32,RightEyeFatigue,6,6,63,28
423.jpeg,64,32,Non-LeftEyeFatigue,6,3,61,32
423.jpeg,64,64,Non-MouthFatigue,1,9,64,42
423.jpeg,64,32,Non-RightEyeFatigue,6,2,64,28
423.jpeg,64,32,LeftEyeFatigue,5,5,61,32
424.jpeg,64,64,MouthFatigue,1,5,64,54
424.jpeg,64,32,RightEyeFatigue,4,11,61,32
424.jpeg,64,32,Non-LeftEyeFatigue,1,2,57,29
424.jpeg,64,64,Non-MouthFatigue,1,6,64,44
424.jpeg,64,32,Non-RightEyeFatigue,5,5,57,29
424.jpeg,64,32,LeftEyeFatigue,2,4,56,32
425.jpeg,64,64,MouthFatigue,1,5,64,47
425.jpeg,64,32,RightEyeFatigue,9,5,61,28
425.jpeg,64,32,Non-LeftEyeFatigue,7,4,64,30
425.jpeg,64,64,Non-MouthFatigue,1,9,64,44
425.jpeg,64,32,Non-RightEyeFatigue,10,5,64,27
425.jpeg,64,32,LeftEyeFatigue,7,6,62,32
426.jpeg,64,64,MouthFatigue,1,6,64,45
426.jpeg,64,32,RightEyeFatigue,4,8,60,32
426.jpeg,64,32,Non-LeftEyeFatigue,2,3,59,29
426.jpeg,64,64,Non-MouthFatigue,1,5,64,49
426.jpeg,64,32,Non-RightEyeFatigue,2,4,59,32
426.jpeg,64,32,LeftEyeFatigue,1,5,63,28
427.jpeg,64,64,MouthFatigue,1,7,64,46
427.jpeg,64,32,RightEyeFatigue,5,7,62,28
427.jpeg,64,32,Non-LeftEyeFatigue,7,3,63,30
427.jpeg,64,64,Non-MouthFatigue,1,5,64,39
427.jpeg,64,32,Non-RightEyeFatigue,7,1,64,29
427.jpeg,64,32,LeftEyeFatigue,5,6,63,32
428.jpeg,64,64,MouthFatigue,1,7,64,45
428.jpeg,64,32,RightEyeFatigue,3,10,59,32
428.jpeg,64,32,Non-LeftEyeFatigue,1,4,58,28
428.jpeg,64,64,Non-MouthFatigue,1,5,64,44
428.jpeg,64,32,Non-RightEyeFatigue,2,3,59,32
428.jpeg,64,32,LeftEyeFatigue,2,5,57,29
429.jpeg,64,64,MouthFatigue,1,7,64,44
429.jpeg,64,32,RightEyeFatigue,6,8,64,27
429.jpeg,64,32,Non-LeftEyeFatigue,6,5,59,32
429.jpeg,64,64,Non-MouthFatigue,1,6,63,44
429.jpeg,64,32,Non-RightEyeFatigue,9,2,61,32
429.jpeg,64,32,LeftEyeFatigue,6,6,64,30
43.jpeg,64,64,MouthFatigue,1,1,64,44
43.jpeg,64,32,RightEyeFatigue,10,14,60,32
43.jpeg,64,32,Non-LeftEyeFatigue,7,6,56,32
43.jpeg,64,64,Non-MouthFatigue,1,4,64,48
43.jpeg,64,32,Non-RightEyeFatigue,7,5,55,32
43.jpeg,64,32,LeftEyeFatigue,4,6,53,28
430.jpeg,64,64,MouthFatigue,1,6,64,46
430.jpeg,64,32,RightEyeFatigue,1,7,61,30
430.jpeg,64,32,Non-LeftEyeFatigue,2,2,56,30
430.jpeg,64,64,Non-MouthFatigue,1,5,64,37
430.jpeg,64,32,Non-RightEyeFatigue,3,4,59,32
430.jpeg,64,32,LeftEyeFatigue,2,4,60,29
431.jpeg,64,64,MouthFatigue,1,6,64,48
431.jpeg,64,32,RightEyeFatigue,9,4,63,26
431.jpeg,64,32,Non-LeftEyeFatigue,6,4,64,29
431.jpeg,64,64,Non-MouthFatigue,1,5,64,42
431.jpeg,64,32,Non-RightEyeFatigue,4,1,64,30
431.jpeg,64,32,LeftEyeFatigue,7,6,60,32
432.jpeg,64,64,MouthFatigue,1,6,64,42
432.jpeg,64,32,RightEyeFatigue,1,9,55,32
432.jpeg,64,32,Non-LeftEyeFatigue,1,4,59,27
432.jpeg,64,64,Non-MouthFatigue,1,7,64,45
432.jpeg,64,32,Non-RightEyeFatigue,3,5,62,32
432.jpeg,64,32,LeftEyeFatigue,2,5,58,26
433.jpeg,64,64,MouthFatigue,1,4,64,45
433.jpeg,64,32,RightEyeFatigue,4,5,63,28
433.jpeg,64,32,Non-LeftEyeFatigue,8,3,64,31
433.jpeg,64,64,Non-MouthFatigue,1,8,64,37
433.jpeg,64,32,Non-RightEyeFatigue,4,1,64,28
433.jpeg,64,32,LeftEyeFatigue,5,6,60,32
434.jpeg,64,64,MouthFatigue,1,4,64,42
434.jpeg,64,32,RightEyeFatigue,2,7,57,32
434.jpeg,64,32,Non-LeftEyeFatigue,1,2,63,29
434.jpeg,64,64,Non-MouthFatigue,1,8,64,41
434.jpeg,64,32,Non-RightEyeFatigue,2,6,61,32
434.jpeg,64,32,LeftEyeFatigue,4,5,55,28
435.jpeg,64,64,MouthFatigue,1,5,63,50
435.jpeg,64,32,RightEyeFatigue,10,5,64,25
435.jpeg,64,32,Non-LeftEyeFatigue,6,5,64,29
435.jpeg,64,64,Non-MouthFatigue,1,8,63,37
435.jpeg,64,32,Non-RightEyeFatigue,1,2,64,29
435.jpeg,64,32,LeftEyeFatigue,8,4,60,32
436.jpeg,64,64,MouthFatigue,1,6,64,48
436.jpeg,64,32,RightEyeFatigue,3,8,59,30
436.jpeg,64,32,Non-LeftEyeFatigue,1,2,60,29
436.jpeg,64,64,Non-MouthFatigue,1,8,64,42
436.jpeg,64,32,Non-RightEyeFatigue,5,5,56,32
436.jpeg,64,32,LeftEyeFatigue,2,4,59,27
437.jpeg,64,64,MouthFatigue,1,6,64,46
437.jpeg,64,32,RightEyeFatigue,7,5,63,28
437.jpeg,64,32,Non-LeftEyeFatigue,9,4,64,31
437.jpeg,64,64,Non-MouthFatigue,1,9,64,40
437.jpeg,64,32,Non-RightEyeFatigue,3,2,62,32
437.jpeg,64,32,LeftEyeFatigue,8,6,60,30
438.jpeg,64,64,MouthFatigue,1,6,64,45
438.jpeg,64,32,RightEyeFatigue,2,8,62,32
438.jpeg,64,32,Non-LeftEyeFatigue,1,5,59,27
438.jpeg,64,64,Non-MouthFatigue,1,8,64,43
438.jpeg,64,32,Non-RightEyeFatigue,3,8,54,32
438.jpeg,64,32,LeftEyeFatigue,4,5,57,26
439.jpeg,64,64,MouthFatigue,1,7,64,52
439.jpeg,64,32,RightEyeFatigue,10,5,64,27
439.jpeg,64,32,Non-LeftEyeFatigue,7,5,64,30
439.jpeg,64,64,Non-MouthFatigue,1,7,64,41
439.jpeg,64,32,Non-RightEyeFatigue,1,1,64,25
439.jpeg,64,32,LeftEyeFatigue,5,5,61,32
44.jpeg,64,64,MouthFatigue,1,4,64,45
44.jpeg,64,32,RightEyeFatigue,10,8,63,31
44.jpeg,64,32,Non-LeftEyeFatigue,8,3,57,32
44.jpeg,64,64,Non-MouthFatigue,1,6,64,48
44.jpeg,64,32,Non-RightEyeFatigue,4,8,61,32
44.jpeg,64,32,LeftEyeFatigue,3,9,57,32
440.jpeg,64,64,MouthFatigue,1,5,64,43
440.jpeg,64,32,RightEyeFatigue,6,8,61,32
440.jpeg,64,32,Non-LeftEyeFatigue,1,3,58,27
440.jpeg,64,64,Non-MouthFatigue,1,8,64,44
440.jpeg,64,32,Non-RightEyeFatigue,3,4,64,30
440.jpeg,64,32,LeftEyeFatigue,4,6,59,31
441.jpeg,64,64,MouthFatigue,1,7,64,43
441.jpeg,64,32,RightEyeFatigue,6,10,60,32
441.jpeg,64,32,Non-LeftEyeFatigue,5,5,64,31
441.jpeg,64,64,Non-MouthFatigue,1,8,64,38
441.jpeg,64,32,Non-RightEyeFatigue,4,2,64,29
441.jpeg,64,32,LeftEyeFatigue,6,8,60,32
442.jpeg,64,64,MouthFatigue,1,6,64,45
442.jpeg,64,32,RightEyeFatigue,6,11,61,32
442.jpeg,64,32,Non-LeftEyeFatigue,2,4,58,31
442.jpeg,64,64,Non-MouthFatigue,1,5,64,43
442.jpeg,64,32,Non-RightEyeFatigue,2,7,60,31
442.jpeg,64,32,LeftEyeFatigue,2,6,55,31
443.jpeg,64,64,MouthFatigue,1,5,64,41
443.jpeg,64,32,RightEyeFatigue,3,8,62,32
443.jpeg,64,32,Non-LeftEyeFatigue,6,3,63,32
443.jpeg,64,64,Non-MouthFatigue,1,4,64,42
443.jpeg,64,32,Non-RightEyeFatigue,5,4,64,31
443.jpeg,64,32,LeftEyeFatigue,4,5,59,28
444.jpeg,64,64,MouthFatigue,1,4,64,43
444.jpeg,64,32,RightEyeFatigue,3,10,59,32
444.jpeg,64,32,Non-LeftEyeFatigue,1,4,60,27
444.jpeg,64,64,Non-MouthFatigue,1,6,64,41
444.jpeg,64,32,Non-RightEyeFatigue,2,4,64,30
444.jpeg,64,32,LeftEyeFatigue,1,2,57,29
445.jpeg,64,64,MouthFatigue,1,5,64,39
445.jpeg,64,32,RightEyeFatigue,5,11,57,32
445.jpeg,64,32,Non-LeftEyeFatigue,4,6,63,32
445.jpeg,64,64,Non-MouthFatigue,1,8,64,41
